reservoir,storage_gwh,water_value,week
Lake_Hawea,0.0,176.60772357723576,1
Lake_Hawea,36.46706302083333,176.60772357723576,1
Lake_Hawea,72.93412604166666,176.60772357723576,1
Lake_Hawea,109.40118906249998,176.60772357723576,1
Lake_Hawea,145.86825208333332,176.60772357723576,1
Lake_Hawea,182.33531510416665,176.60772357723576,1
Lake_Hawea,218.80237812499996,176.60772357723576,1
Lake_Hawea,255.2694411458333,176.60772357723576,1
Lake_Hawea,291.73650416666663,176.60772357723576,1
Lake_Ohau,0.0,121.14583333333333,1
Lake_Ohau,2.753272847222222,121.14583333333333,1
Lake_Ohau,5.506545694444444,121.14583333333333,1
Lake_Ohau,8.259818541666666,121.14583333333333,1
Lake_Ohau,11.013091388888888,121.14583333333333,1
Lake_Ohau,13.76636423611111,121.14583333333333,1
Lake_Ohau,16.519637083333333,121.14583333333333,1
Lake_Ohau,19.272909930555556,121.14583333333333,1
Lake_Ohau,22.026182777777777,121.14583333333333,1
Lake_Pukaki,0.0,161.58946072881227,1
Lake_Pukaki,222.73020703819446,161.58946072881227,1
Lake_Pukaki,445.46041407638893,161.58946072881227,1
Lake_Pukaki,668.1906211145833,134.5333333333334,1
Lake_Pukaki,890.9208281527779,134.5333333333334,1
Lake_Pukaki,1113.6510351909724,134.5333333333334,1
Lake_Pukaki,1336.3812422291667,134.5333333333334,1
Lake_Pukaki,1559.1114492673612,134.5333333333334,1
Lake_Pukaki,1781.8416563055557,134.5333333333334,1
Lake_Taupo,0.0,194.674560106129,1
Lake_Taupo,73.39213194444446,194.674560106129,1
Lake_Taupo,146.78426388888892,194.674560106129,1
Lake_Taupo,220.17639583333337,194.674560106129,1
Lake_Taupo,293.56852777777783,194.674560106129,1
Lake_Taupo,366.9606597222223,194.674560106129,1
Lake_Taupo,440.35279166666675,194.674560106129,1
Lake_Taupo,513.7449236111112,194.674560106129,1
Lake_Taupo,587.1370555555557,194.674560106129,1
Lake_Tekapo,0.0,132.04841112672406,1
Lake_Tekapo,90.92506666666665,132.04841112672406,1
Lake_Tekapo,181.8501333333333,132.04841112672406,1
Lake_Tekapo,272.7751999999999,97.07999999999994,1
Lake_Tekapo,363.7002666666666,97.07999999999994,1
Lake_Tekapo,454.6253333333333,97.07999999999994,1
Lake_Tekapo,545.5503999999999,97.07999999999994,1
Lake_Tekapo,636.4754666666665,97.07999999999994,1
Lake_Tekapo,727.4005333333332,97.07999999999994,1
Lake_Waikaremoana,0.0,2000.0700000000022,1
Lake_Waikaremoana,19.28293402777778,2000.0700000000022,1
Lake_Waikaremoana,38.56586805555556,2000.0700000000022,1
Lake_Waikaremoana,57.84880208333334,2000.0700000000022,1
Lake_Waikaremoana,77.13173611111112,2000.0700000000022,1
Lake_Waikaremoana,96.41467013888891,2000.0700000000022,1
Lake_Waikaremoana,115.69760416666668,2000.0700000000022,1
Lake_Waikaremoana,134.98053819444448,2000.0700000000022,1
Lake_Waikaremoana,154.26347222222225,2000.0700000000022,1
Lakes_Manapouri_Te_Anau,0.0,200.0,1
Lakes_Manapouri_Te_Anau,55.00767530555556,200.0,1
Lakes_Manapouri_Te_Anau,110.01535061111112,200.0,1
Lakes_Manapouri_Te_Anau,165.02302591666668,200.0,1
Lakes_Manapouri_Te_Anau,220.03070122222223,200.0,1
Lakes_Manapouri_Te_Anau,275.0383765277778,200.0,1
Lakes_Manapouri_Te_Anau,330.04605183333337,200.0,1
Lakes_Manapouri_Te_Anau,385.0537271388889,200.0,1
Lakes_Manapouri_Te_Anau,440.06140244444447,200.0,1
Lake_Hawea,0.0,163.0225140411844,2
Lake_Hawea,36.46706302083333,163.0225140411844,2
Lake_Hawea,72.93412604166666,163.0225140411844,2
Lake_Hawea,109.40118906249998,163.0225140411844,2
Lake_Hawea,145.86825208333332,163.0225140411844,2
Lake_Hawea,182.33531510416665,163.0225140411844,2
Lake_Hawea,218.80237812499996,163.0225140411844,2
Lake_Hawea,255.2694411458333,163.0225140411844,2
Lake_Hawea,291.73650416666663,163.0225140411844,2
Lake_Ohau,0.0,112.68912642980739,2
Lake_Ohau,2.753272847222222,112.68912642980739,2
Lake_Ohau,5.506545694444444,112.68912642980739,2
Lake_Ohau,8.259818541666666,112.68912642980739,2
Lake_Ohau,11.013091388888888,112.68912642980739,2
Lake_Ohau,13.76636423611111,112.68912642980739,2
Lake_Ohau,16.519637083333333,112.68912642980739,2
Lake_Ohau,19.272909930555556,112.68912642980739,2
Lake_Ohau,22.026182777777777,112.68912642980739,2
Lake_Pukaki,0.0,153.40786645004363,2
Lake_Pukaki,222.73020703819446,153.40786645004363,2
Lake_Pukaki,445.46041407638893,153.40786645004363,2
Lake_Pukaki,668.1906211145833,119.46556439774923,2
Lake_Pukaki,890.9208281527779,119.46556439774923,2
Lake_Pukaki,1113.6510351909724,119.46556439774923,2
Lake_Pukaki,1336.3812422291667,119.46556439774923,2
Lake_Pukaki,1559.1114492673612,119.46556439774923,2
Lake_Pukaki,1781.8416563055557,119.46556439774923,2
Lake_Taupo,0.0,179.69959393291217,2
Lake_Taupo,73.39213194444446,179.69959393291217,2
Lake_Taupo,146.78426388888892,179.69959393291217,2
Lake_Taupo,220.17639583333337,179.69959393291217,2
Lake_Taupo,293.56852777777783,179.69959393291217,2
Lake_Taupo,366.9606597222223,179.69959393291217,2
Lake_Taupo,440.35279166666675,179.69959393291217,2
Lake_Taupo,513.7449236111112,179.69959393291217,2
Lake_Taupo,587.1370555555557,179.69959393291217,2
Lake_Tekapo,0.0,148.91073064284046,2
Lake_Tekapo,90.92506666666665,148.91073064284046,2
Lake_Tekapo,181.8501333333333,148.91073064284046,2
Lake_Tekapo,272.7751999999999,125.72099308821555,2
Lake_Tekapo,363.7002666666666,89.61230768561997,2
Lake_Tekapo,454.6253333333333,89.61230768561997,2
Lake_Tekapo,545.5503999999999,89.61230768561997,2
Lake_Tekapo,636.4754666666665,89.61230768561997,2
Lake_Tekapo,727.4005333333332,89.61230768561997,2
Lake_Waikaremoana,0.0,1846.21846153063,2
Lake_Waikaremoana,19.28293402777778,1846.21846153063,2
Lake_Waikaremoana,38.56586805555556,1846.21846153063,2
Lake_Waikaremoana,57.84880208333334,1846.21846153063,2
Lake_Waikaremoana,77.13173611111112,1846.21846153063,2
Lake_Waikaremoana,96.41467013888891,1846.21846153063,2
Lake_Waikaremoana,115.69760416666668,1846.21846153063,2
Lake_Waikaremoana,134.98053819444448,1846.21846153063,2
Lake_Waikaremoana,154.26347222222225,1846.21846153063,2
Lakes_Manapouri_Te_Anau,0.0,184.6153845973016,2
Lakes_Manapouri_Te_Anau,55.00767530555556,184.6153845973016,2
Lakes_Manapouri_Te_Anau,110.01535061111112,184.6153845973016,2
Lakes_Manapouri_Te_Anau,165.02302591666668,184.6153845973016,2
Lakes_Manapouri_Te_Anau,220.03070122222223,184.6153845973016,2
Lakes_Manapouri_Te_Anau,275.0383765277778,184.6153845973016,2
Lakes_Manapouri_Te_Anau,330.04605183333337,184.6153845973016,2
Lakes_Manapouri_Te_Anau,385.0537271388889,184.6153845973016,2
Lakes_Manapouri_Te_Anau,440.06140244444447,184.6153845973016,2
Lake_Hawea,0.0,149.43730450513303,3
Lake_Hawea,36.46706302083333,149.43730450513303,3
Lake_Hawea,72.93412604166666,149.43730450513303,3
Lake_Hawea,109.40118906249998,149.43730450513303,3
Lake_Hawea,145.86825208333332,149.43730450513303,3
Lake_Hawea,182.33531510416665,149.43730450513303,3
Lake_Hawea,218.80237812499996,149.43730450513303,3
Lake_Hawea,255.2694411458333,149.43730450513303,3
Lake_Hawea,291.73650416666663,149.43730450513303,3
Lake_Ohau,0.0,104.09066462126728,3
Lake_Ohau,2.753272847222222,104.09066462126728,3
Lake_Ohau,5.506545694444444,104.09066462126728,3
Lake_Ohau,8.259818541666666,104.09066462126728,3
Lake_Ohau,11.013091388888888,104.09066462126728,3
Lake_Ohau,13.76636423611111,104.09066462126728,3
Lake_Ohau,16.519637083333333,104.09066462126728,3
Lake_Ohau,19.272909930555556,104.09066462126728,3
Lake_Ohau,22.026182777777777,104.09066462126728,3
Lake_Pukaki,0.0,158.45095174529428,3
Lake_Pukaki,222.73020703819446,158.45095174529428,3
Lake_Pukaki,445.46041407638893,113.83589741478973,3
Lake_Pukaki,668.1906211145833,113.83589741478973,3
Lake_Pukaki,890.9208281527779,113.83589741478973,3
Lake_Pukaki,1113.6510351909724,113.83589741478973,3
Lake_Pukaki,1336.3812422291667,113.83589741478973,3
Lake_Pukaki,1559.1114492673612,113.83589741478973,3
Lake_Pukaki,1781.8416563055557,113.83589741478973,3
Lake_Taupo,0.0,164.72462775969532,3
Lake_Taupo,73.39213194444446,164.72462775969532,3
Lake_Taupo,146.78426388888892,164.72462775969532,3
Lake_Taupo,220.17639583333337,164.72462775969532,3
Lake_Taupo,293.56852777777783,164.72462775969532,3
Lake_Taupo,366.9606597222223,164.72462775969532,3
Lake_Taupo,440.35279166666675,164.72462775969532,3
Lake_Taupo,513.7449236111112,164.72462775969532,3
Lake_Taupo,587.1370555555557,164.72462775969532,3
Lake_Tekapo,0.0,146.9507661070491,3
Lake_Tekapo,90.92506666666665,146.9507661070491,3
Lake_Tekapo,181.8501333333333,121.57363966143055,3
Lake_Tekapo,272.7751999999999,121.57363966143055,3
Lake_Tekapo,363.7002666666666,82.14461537124,3
Lake_Tekapo,454.6253333333333,82.14461537124,3
Lake_Tekapo,545.5503999999999,82.14461537124,3
Lake_Tekapo,636.4754666666665,82.14461537124,3
Lake_Tekapo,727.4005333333332,82.14461537124,3
Lake_Waikaremoana,0.0,1692.3669230612575,3
Lake_Waikaremoana,19.28293402777778,1692.3669230612575,3
Lake_Waikaremoana,38.56586805555556,1692.3669230612575,3
Lake_Waikaremoana,57.84880208333334,1692.3669230612575,3
Lake_Waikaremoana,77.13173611111112,1692.3669230612575,3
Lake_Waikaremoana,96.41467013888891,1692.3669230612575,3
Lake_Waikaremoana,115.69760416666668,1692.3669230612575,3
Lake_Waikaremoana,134.98053819444448,1692.3669230612575,3
Lake_Waikaremoana,154.26347222222225,1692.3669230612575,3
Lakes_Manapouri_Te_Anau,0.0,169.23076919460323,3
Lakes_Manapouri_Te_Anau,55.00767530555556,169.23076919460323,3
Lakes_Manapouri_Te_Anau,110.01535061111112,169.23076919460323,3
Lakes_Manapouri_Te_Anau,165.02302591666668,169.23076919460323,3
Lakes_Manapouri_Te_Anau,220.03070122222223,169.23076919460323,3
Lakes_Manapouri_Te_Anau,275.0383765277778,169.23076919460323,3
Lakes_Manapouri_Te_Anau,330.04605183333337,169.23076919460323,3
Lakes_Manapouri_Te_Anau,385.0537271388889,169.23076919460323,3
Lakes_Manapouri_Te_Anau,440.06140244444447,169.23076919460323,3
Lake_Hawea,0.0,135.85209496908166,4
Lake_Hawea,36.46706302083333,135.85209496908166,4
Lake_Hawea,72.93412604166666,135.85209496908166,4
Lake_Hawea,109.40118906249998,135.85209496908166,4
Lake_Hawea,145.86825208333332,135.85209496908166,4
Lake_Hawea,182.33531510416665,135.85209496908166,4
Lake_Hawea,218.80237812499996,135.85209496908166,4
Lake_Hawea,255.2694411458333,135.85209496908166,4
Lake_Hawea,291.73650416666663,135.85209496908166,4
Lake_Ohau,0.0,95.32793389338754,4
Lake_Ohau,2.753272847222222,95.32793389338754,4
Lake_Ohau,5.506545694444444,95.32793389338754,4
Lake_Ohau,8.259818541666666,95.32793389338754,4
Lake_Ohau,11.013091388888888,95.32793389338754,4
Lake_Ohau,13.76636423611111,95.32793389338754,4
Lake_Ohau,16.519637083333333,95.32793389338754,4
Lake_Ohau,19.272909930555556,95.32793389338754,4
Lake_Ohau,22.026182777777777,95.32793389338754,4
Lake_Pukaki,0.0,142.53377738022243,4
Lake_Pukaki,222.73020703819446,142.53377738022243,4
Lake_Pukaki,445.46041407638893,92.37101929071216,4
Lake_Pukaki,668.1906211145833,92.37101929071216,4
Lake_Pukaki,890.9208281527779,92.37101929071216,4
Lake_Pukaki,1113.6510351909724,92.37101929071216,4
Lake_Pukaki,1336.3812422291667,92.37101929071216,4
Lake_Pukaki,1559.1114492673612,92.37101929071216,4
Lake_Pukaki,1781.8416563055557,92.37101929071216,4
Lake_Taupo,0.0,149.74966158647845,4
Lake_Taupo,73.39213194444446,149.74966158647845,4
Lake_Taupo,146.78426388888892,149.74966158647845,4
Lake_Taupo,220.17639583333337,149.74966158647845,4
Lake_Taupo,293.56852777777783,149.74966158647845,4
Lake_Taupo,366.9606597222223,149.74966158647845,4
Lake_Taupo,440.35279166666675,149.74966158647845,4
Lake_Taupo,513.7449236111112,149.74966158647845,4
Lake_Taupo,587.1370555555557,149.74966158647845,4
Lake_Tekapo,0.0,138.68975808282414,4
Lake_Tekapo,90.92506666666665,138.68975808282414,4
Lake_Tekapo,181.8501333333333,138.68975808282414,4
Lake_Tekapo,272.7751999999999,74.67692305686002,4
Lake_Tekapo,363.7002666666666,74.67692305686002,4
Lake_Tekapo,454.6253333333333,74.67692305686002,4
Lake_Tekapo,545.5503999999999,74.67692305686002,4
Lake_Tekapo,636.4754666666665,74.67692305686002,4
Lake_Tekapo,727.4005333333332,74.67692305686002,4
Lake_Waikaremoana,0.0,1538.5153845918849,4
Lake_Waikaremoana,19.28293402777778,1538.5153845918849,4
Lake_Waikaremoana,38.56586805555556,1538.5153845918849,4
Lake_Waikaremoana,57.84880208333334,1538.5153845918849,4
Lake_Waikaremoana,77.13173611111112,1538.5153845918849,4
Lake_Waikaremoana,96.41467013888891,1538.5153845918849,4
Lake_Waikaremoana,115.69760416666668,1538.5153845918849,4
Lake_Waikaremoana,134.98053819444448,1538.5153845918849,4
Lake_Waikaremoana,154.26347222222225,1538.5153845918849,4
Lakes_Manapouri_Te_Anau,0.0,174.97618629779913,4
Lakes_Manapouri_Te_Anau,55.00767530555556,153.84615379190484,4
Lakes_Manapouri_Te_Anau,110.01535061111112,153.84615379190484,4
Lakes_Manapouri_Te_Anau,165.02302591666668,153.84615379190484,4
Lakes_Manapouri_Te_Anau,220.03070122222223,153.84615379190484,4
Lakes_Manapouri_Te_Anau,275.0383765277778,153.84615379190484,4
Lakes_Manapouri_Te_Anau,330.04605183333337,153.84615379190484,4
Lakes_Manapouri_Te_Anau,385.0537271388889,153.84615379190484,4
Lakes_Manapouri_Te_Anau,440.06140244444447,153.84615379190484,4
